personDisplayName,firstName,middleName,lastName,jobTitle,company,bio,comments
"Patrick Sweeney, executive director of product management, Dell SonicWALL",Patrick,,Sweeney,executive director of product management,Dell SonicWALL,,
"Thomas Lippert, senior product manager of mobile, Sophos",Thomas,,Lippert,senior product manager of mobile,Sophos,,
"Sue Talley, dean of technology in the Schoole of Business and Technology, Cappella University",Sue,,Talley,dean of technology in the Schoole of Business and Technology,Cappella University,,
"Tom Bienkowski, director of product marketing, Arbor Networks",Tom,,Bienkowski,director of product marketing,Arbor Networks,,
"Andy Thurai, chief architect and group CTO, application security, API & Big Data, Intel",Andy,,Thurai,"chief architect and group CTO,application security,API & Big Data",Intel,,
"Jeff Fisher, VP of strategy and co-head of RES Research in Boston, RES Software",Jeff,,Fisher,VP of strategy and co-head of RES Research in Boston,RES Software,,
"Ron Blewer, senior program manager of security, Hewlett-Packard",Ron,,Blewer,senior program manager of security,Hewlett-Packard,,
"John Stewart, chief security officer, Cisco",John,,Stewart,chief security officer,Cisco,,
"Doug Klotnia, manager, compliance and risk solutions, Trustwave",Doug,,Klotnia,"manager,compliance and risk solutions",Trustwave,,
"Chris Camejo, director of assessment services, Integralis",Chris,,Camejo,director of assessment services,Integralis,,
"Christopher Boyd, senior threat researcher, ThreatTrack Security",Christopher,,Boyd,senior threat researcher,ThreatTrack Security,,
"Geoff Linnell, group CIO, Celerant Consulting",Geoff,,Linnell,group CIO,Celerant Consulting,,
"Adam Williams, CSO, Diebold",Adam,,Williams,CSO,Diebold,,
"Dan Srebnick, former CISO, city of New York",Dan,,Srebnick,former CISO,city of New York,,
"Harold Byun, senior director of product management, Skyhigh Networks",Harold,,Byun,senior director of product management,Skyhigh Networks,,
"Kyle Adams, chief software architect for Junos WebApp Secure, Juniper Networks",Kyle,,Adams,"chief software architect, Junos WebApp Secure",Juniper Networks,,
"Kathleen Moriarty, global lead security architect, EMC's office of the CTO",Kathleen,,Moriarty,EMC's office of the CTO,global lead security architect,,
"Mark Fidelman, CEO, Raynforest",Mark,,Fidelman,CEO,Raynforest,,
"Chris Cronin, principal security consultant, Halock Security Labs",Chris,,Cronin,principal security consultant,Halock Security Labs,,
"Jeff Combs, J. Combs Search Advisors",Jeff,,Combs,,J. Combs Search Advisors,,
"Matt Quinn, chief technology officer, TIBCO Software",Matt,,Quinn,chief technology officer,TIBCO Software,,
"John Miller, security research manager, Trustwave",John,,Miller,security research manager,Trustwave,,
"Gregory Gong, managing partner, Wall Street IT Management",Gregory,,Gong,managing partner,Wall Street IT Management,,
"Mark Clancy, managing director of technology and risk management, THe Depository Trust & Clearing Corp.",Mark,,Clancy,managing director of technology and risk management,THe Depository Trust & Clearing Corp,,
"Phillip Ferraro, VP/CISO, Las Vegas Sands Corp.",Phillip,,Ferraro,VP/CISO,Las Vegas Sands Corp,,
"Lasse Andresen, CTO, ForgeRock",Lasse,,Andresen,CTO,ForgeRock,,
"Stephanie Fohn, CEO, WhiteHat Security",Stephanie,,Fohn,CEO,WhiteHat Security,,
"Phillip Smith, senior vice president of government solutions, Trustwave",Phillip,,Smith,senior vice president of government solutions,Trustwave,,
"Ronald Prins, CEO and co-founder, Fox IT",Ronald,,Prins,CEO and co-founder,Fox IT,,
"Shlomo Kramer, CEO, Imperva",Shlomo,,Kramer,CEO,Imperva,,
"Jesse Bowling, senior information security engineer, American University",Jesse,,Bowling,senior information security engineer,American University,,
"John Pescatore, director of emerging security trends for the SANS Institute",John,,Pescatore,director of emerging security trends,the SANS Institute,,
"Fred Kost, vice president, security solutions marketing, Ixia",Fred,,Kost,"vice president,security solutions marketing",Ixia,,
"Jim Reno, chief security architect, CA Technologies",Jim,,Reno,chief security architect,CA Technologies,,
"Dean Wiech, U.S. managing director, Tools4ever",Dean,,Wiech,U.S. managing director,Tools4ever,,
"Sean Leach, VP of technology, Verisign",Sean,,Leach,VP of technology,Verisign,,
"Aaron Titus, CPO/general counsel, Identity Finder",Aaron,,Titus,CPO/general counsel,Identity Finder,,
Ashley Carman,Ashley,,Carman,,,,
"Jean Gordon Kocienda, global threat analyst, Cisco",Jean,Gordon,Kocienda,global threat analyst,Cisco,,
"Tod Beardsley, metasploit engineering manager, Rapid7",Tod,,Beardsley,metasploit engineering manager,Rapid7,,
"Sol Cates, CSO, Vormetric",Sol,,Cates,CSO,Vormetric,,
"Michael Markulec, CTO, Lumeta",Michael,,Markulec,CTO,Lumeta,,
"Jack Walsh, mobile security and special projects program manager, ICSA Labs",Jack,,Walsh,mobile security and special projects program manager,ICSA Labs,,
"Jason Fredrickson, senior director of application development, Guidance Software",Jason,,Fredrickson,senior director of application development,Guidance Software,,
"Grayson Milbourne, security intelligence director, Webroot",Grayson,,Milbourne,security intelligence director,Webroot,,
"John Trobough, president, Narus",John,,Trobough,president,Narus,,
"Sanjay Beri, CEO, Netskope",Sanjay,,Beri,CEO,Netskope,,
"Richard Park, director of product management, Hexis Cyber Solutions",Richard,,Park,director of product management,Hexis Cyber Solutions,,
"Stephen Gates, chief security evangelist, Corero Network Security",Stephen,,Gates,chief security evangelist,Corero Network Security,,
"Renee Bradshaw, solution marketing strategist, NetIQ",Renee,,Bradshaw,solution marketing strategist,NetIQ,,
"Feris Rifai, co-founder and CEO, Bay Dynamics",Feris,,Rifai,co-founder and CEO,Bay Dynamics,,
"Raj Bhargava, CEO and president, JumpCloud",Raj,,Bhargava,CEO and president,JumpCloud,,
"Reuven Harrison, CTO, Tufin",Reuven,,Harrison,CTO,Tufin,,
"Leo Cole, general manager of security solutions, Trustwave",Leo,,Cole,general manager of security solutions,Trustwave,,
"Michael Crouse, director of insider threat strategies, Raytheon Cyber Products Company",Michael,,Crouse,director of insider threat strategies,Raytheon Cyber Products Company,,
"Siva Narendra, CEO, Tyfone Inc.",Siva,,Narendra,CEO,Tyfone Inc,,
"Conrad Constantine, research team engineer, AlienVault",Conrad,,Constantine,research team engineer,AlienVault,,
"Jim Ivers, chief security strategist, Covata",Jim,,Ivers,chief security strategist,Covata,,
"Dana Tamir, director of enterprise security, Trusteer(an IBM company)",Dana,,Tamir,director of enterprise security,Trusteer(an IBM company),,
"Jeff Combs, HP Global Cyber Security Recruiting",Jeff,,Combs,Recruiting,HP Global Cyber Security,,
"Yo Delmar, VP of GRC solutions, MetricStream",Yo,,Delmar,VP of GRC solutions,MetricStream,,
"Mike Gross, director of professional services and risk management, 41st Parameter",Mike,,Gross,director of professional services and risk management,41st Parameter,,
"Peter Tyrrell, vice president of worldwide sales, Verdasys",Peter,,Tyrrell,vice president of worldwide sales,Verdasys,,
"David Sheidlower, CISO, Health Quest Systems",David,,Sheidlower,CISO,Health Quest Systems,,
"Mark Austin, co-founder and CEO, Avecto",Mark,,Austin,co-founder and CEO,Avecto,,
"Michael Callahan, vice president of global product marketing for the security business, Juniper Networks",Michael,,Callahan,"vice president of global product marketing,the security business",Juniper Networks,,
"Vijay Basani, co-founder, president, CEO, EiQ Networks",Vijay,,Basani,"co-founder,president,CEO",EiQ Networks,,
"Aarij Khan, director of product marketing, Tenable Network Security",Aarij,,Khan,director of product marketing,Tenable Network Security,,
"Allan Foster, VP, technology and standards, ForgeRock",Allan,,Foster,"VP,technology and standards",ForgeRock,,
"Garry McCracken, VP technology partnerships, WinMagic",Garry,,McCracken,VP technology partnerships,WinMagic,,
"Michelle Drolet, founder, Towerwall",Michelle,,Drolet,founder,Towerwall,,
"Dan Shugrue, director of product marketing, Akamai Web Security Solutions",Dan,,Shugrue,director of product marketing,Akamai Web Security Solutions,,
"Scott Totzke, senior vice president, BlackBerry Security Group",Scott,,Totzke,senior vice president,BlackBerry Security Group,,
"Jane Wasson, senior product marketing manager, Dell Software",Jane,,Wasson,senior product marketing manager,Dell Software,,
"Mike Hollands, director of marketing and business development, connectivity segment, Interxion",Mike,,Hollands,"director of marketing and business development,connectivity segment",Interxion,,
"Stephen Boyer, CTO and co-founder, BitSight Technologies",Stephen,,Boyer,CTO and co-founder,BitSight Technologies,,
"Mat Gangwer, security architect, Rook Security",Mat,,Gangwer,security architect,Rook Security,,
"Chris Mark, PCI compliance practice lead at AT&T Security Consulting",Chris,,Mark,PCI compliance practice lead,AT&T Security Consulting,,
"Steve Durbin, CEO, Information Security Forum",Steve,,Durbin,CEO,Information Security Forum,,
"James Beeson, CISO, GE Capital Americas",James,,Beeson,CISO,GE Capital Americas,,
"Hugh Thompson, program chair, RSA Conference",Hugh,,Thompson,program chair,RSA Conference,,
"Slava Gomzin, security and payments technologist, Hewlitt-Packard",Slava,,Gomzin,security and payments technologist,Hewlitt-Packard,,
"Ivan Ristic, director of engineering, Qualys",Ivan,,Ristic,director of engineering,Qualys,,
"David Tishgart, director of marketing and alliances, Gazzang Inc.",David,,Tishgart,director of marketing and alliances,Gazzang Inc,,
"Axelle Apvrille, senior mobile anti-virus researcher, Fortinet FortiGuard Labs",Axelle,,Apvrille,senior mobile anti-virus researcher,Fortinet FortiGuard Labs,,
"TK Keanini, CTO, Lancope",TK,,Keanini,CTO,Lancope,,
"Art Coviello, executive vice president, RSA",Art,,Coviello,executive vice president,RSA,,
"Michael Fey, CTO, MacAfee(an Intel Security Company)",Michael,,Fey,CTO,MacAfee(an Intel Security Company),,
Doug Drinkwater,Doug,,Drinkwater,,,,
"Kasper Lindgaard, head of research, Secunia",Kasper,,Lindgaard,head of research,Secunia,,
"Domini Clark, principal, executive and technical recruitment, Blackmere",Domini,,Clark,"principal,executive and technical recruitment",Blackmere,,
"Sara Gates, founder and CEO, Wisegate",Sara,,Gates,founder and CEO,Wisegate,,
"Jason Soroko, head of malware research, Entrust",Jason,,Soroko,head of malware research,Entrust,,
"Dan Srebnick, owner, Technical Merits LLC",Dan,,Srebnick,owner,Technical Merits LLC,,
"Manos Antonakakis, chief scientist at Damballa",Manos,,Antonakakis,chief scientist,Damballa,,
"John Gibson, senior IT security officer, tTech Ltd.",John,,Gibson,senior IT security officer,tTech Ltd,,
"Roland Cloutier, CSO, ADP",Roland,,Cloutier,CSO,ADP,,
"Luis Rivera, CEO, Armored Envoy",Luis,,Rivera,CEO,Armored Envoy,,
"Anthony Foy, CEO, Workshare",Anthony,,Foy,CEO,Workshare,,
"Joni Brennan, Kantara Initiative executive director, IEEE Standards Association",Joni,,Brennan,Kantara Initiative executive director,IEEE Standards Association,,
"Erich Stuntebeck, director of mobility research, AirWatch",Erich,,Stuntebeck,director of mobility research,AirWatch,,
"Lucas Zaichkowsky, enterprise defense architect, AccessData",Lucas,,Zaichkowsky,enterprise defense architect,AccessData,,
"Jakub Mahdal, CEO and founder, Safetica Technologies",Jakub,,Mahdal,CEO and founder,Safetica Technologies,,
"Mike Reagan, chief marketing officer, LogRhythm",Mike,,Reagan,chief marketing officer,LogRhythm,,
"Dave Martin, CSO, EMC",Dave,,Martin,CSO,EMC,,
"Dan Joe Barry, vice president of marketing, Napatech",Dan,Joe,Barry,vice president of marketing,Napatech,,
"Rajat Bhargava, CEO, JumpCloud Inc.",Rajat,,Bhargava,CEO,JumpCloud Inc,,
"Pragati Jain, technical writer",Pragati,,Jain,technical writer,,,
"Jeff Combs, talent acquisition, HP Global Cyber Security",Jeff,,Combs,talent acquisition,HP Global Cyber Security,,
"Garry Sidaway, global director of security strategy, NTT Com Security",Garry,,Sidaway,global director of security strategy,NTT Com Security,,
"James Baird, senior security and archiving consultant, Dolphin",James,,Baird,senior security and archiving consultant,Dolphin,,
"James Hill, senior security architect, Consolidated Data Services (CDS)",James,,Hill,senior security architect,Consolidated Data Services (CDS),,
"Bob Ackerman, founder and managing director, Allegis Capital",Bob,,Ackerman,founder and managing director,Allegis Capital,,
"Daniel Polly, VP, enterprise information security officer, First Financial Bank",Daniel,,Polly,"VP,enterprise information security officer",First Financial Bank,,
"John Trobough, President, Narus Inc.",John,,Trobough,President,Narus Inc,,
"Kyle Adams, chief software architect, Juniper Networks",Kyle,,Adams,chief software architect,Juniper Networks,,
"Shel Sharma, director of product marketing, Cyphort Inc.",Shel,,Sharma,director of product marketing,Cyphort Inc,,
"Mark O'Neill, VP of innovation, Axway",Mark,,O'Neill,VP of innovation,Axway,,
"Ryan Kalember, WatchDox",Ryan,,Kalember,,WatchDox,,
"Pravin Kothari, CEO, CipherCloud",Pravin,,Kothari,CEO,CipherCloud,,
"Seth Ruden, senior fraud consultant, ACI Worldwide",Seth,,Ruden,senior fraud consultant,ACI Worldwide,,
"Vijay Basani, co-founder and CEO, EiQ Networks",Vijay,,Basani,co-founder and CEO,EiQ Networks,,
"Joerg Hirschmann, CTO, NCP engineering",Joerg,,Hirschmann,CTO,NCP engineering,,
"Zulfikar Ramzan, CTO, Elastica",Zulfikar,,Ramzan,CTO,Elastica,,
"Scott Register,senior director, product management, Ixia",Scott,,Register,"senior director,product management",Ixia,,
"Levi Gundert, technical leader, Cisco TRAC",Levi,,Gundert,technical leader,Cisco TRAC,,
"Sean Doherty, head of research and development, SpamTitan Technologies",Sean,,Doherty,head of research and development,SpamTitan Technologies,,
Kate O'Flaherty,Kate,,O'Flaherty,,,,
"Patricia Titus, VP and CISO, Freddie Mac",Patricia,,Titus,VP and CISO,Freddie Mac,,
Jesse Staniforth,Jesse,,Staniforth,,,,
"Bill Ho, president, Biscom",Bill,,Ho,president,Biscom,,
"John Milburn, executive director of identity and access management, Dell Software",John,,Milburn,executive director of identity and access management,Dell Software,,
"Greg Akers, senior VP, advanced security initiatives group, Cisco",Greg,,Akers,"senior VP,advanced security initiatives group",Cisco,,
"Gretchen Hellman, senior director of security strategy, SolarWinds",Gretchen,,Hellman,senior director of security strategy,SolarWinds,,
"David Miller, CSO, Covisint",David,,Miller,CSO,Covisint,,
"Mark D. Parker, senior product manager, iSheriff",Mark,D.,Parker,senior product manager,iSheriff,,
"Col. (Retired) Barry Hensley, executive director of the Counter Threat Unit (CTU), Dell SecureWorks.",Barry,,Hensley,executive director of the Counter Threat Unit (CTU),Dell SecureWorks,,
"Jason Oxman, CEO, ETA",Jason,,Oxman,CEO,ETA,,
"Edna Conway, CSO, global supply chain, Cisco Systems",Edna,,Conway,"CSO,global supply chain",Cisco Systems,,
"David Kloba, general manager, Endpoint Systems Management, Dell",David,,Kloba,"general manager,Endpoint Systems Management",Dell,,
"Don Gray, chief security strategist, Solutionary",Don,,Gray,chief security strategist,Solutionary,,
